bmc_sample_code,sample,run_code
D18-218339-lane4,b09_D12_lane4,lane4
D18-218339-lane5,b09_D12_lane5,lane5
D18-218339-lane6,b09_D12_lane6,lane6
D18-218340-lane3,a01_D13_lane3,lane3
D18-218340-lane4,a01_D13_lane4,lane4
D18-218340-lane5,a01_D13_lane5,lane5
D18-218340-lane6,a01_D13_lane6,lane6
D18-218341-lane3,b03_D13_lane3,lane3
D18-218341-lane4,b03_D13_lane4,lane4
D18-218341-lane5,b03_D13_lane5,lane5
D18-218341-lane6,b03_D13_lane6,lane6
D18-218342-lane3,c05_D13_lane3,lane3
D18-218342-lane4,c05_D13_lane4,lane4
D18-218342-lane5,c05_D13_lane5,lane5
D18-218342-lane6,c05_D13_lane6,lane6
D18-218343-lane3,b03_D14_lane3,lane3
D18-218343-lane4,b03_D14_lane4,lane4
D18-218343-lane5,b03_D14_lane5,lane5
D18-218343-lane6,b03_D14_lane6,lane6
D18-218344-lane3,c05_D14_lane3,lane3
D18-218344-lane4,c05_D14_lane4,lane4
D18-218344-lane5,c05_D14_lane5,lane5
D18-218344-lane6,c05_D14_lane6,lane6
D18-218345-lane3,c06_D11_lane3,lane3
D18-218345-lane4,c06_D11_lane4,lane4
D18-218345-lane5,c06_D11_lane5,lane5
D18-218345-lane6,c06_D11_lane6,lane6
D18-218346-lane3,a08_D12_lane3,lane3
D18-218346-lane4,a08_D12_lane4,lane4
D18-218346-lane5,a08_D12_lane5,lane5
D18-218346-lane6,a08_D12_lane6,lane6
D18-218347-lane3,b10_D12_lane3,lane3
D18-218347-lane4,b10_D12_lane4,lane4
D18-218347-lane5,b10_D12_lane5,lane5
D18-218347-lane6,b10_D12_lane6,lane6
D18-218348-lane3,a02_D13_lane3,lane3
D18-218348-lane4,a02_D13_lane4,lane4
D18-218348-lane5,a02_D13_lane5,lane5
D18-218348-lane6,a02_D13_lane6,lane6
D18-218349-lane3,b04_D13_lane3,lane3
D18-218349-lane4,b04_D13_lane4,lane4
D18-218349-lane5,b04_D13_lane5,lane5
D18-218349-lane6,b04_D13_lane6,lane6
D18-218350-lane3,c06_D13_lane3,lane3
D18-218350-lane4,c06_D13_lane4,lane4
D18-218350-lane5,c06_D13_lane5,lane5
D18-218350-lane6,c06_D13_lane6,lane6
D18-218351-lane3,b04_D14_lane3,lane3
D18-218351-lane4,b04_D14_lane4,lane4
D18-218351-lane5,b04_D14_lane5,lane5
D18-218351-lane6,b04_D14_lane6,lane6
D18-218352-lane3,c06_D14_lane3,lane3
D18-218352-lane4,c06_D14_lane4,lane4
D18-218352-lane5,c06_D14_lane5,lane5
D18-218352-lane6,c06_D14_lane6,lane6
D18-218353-lane3,c07_D11_lane3,lane3
D18-218353-lane4,c07_D11_lane4,lane4
D18-218353-lane5,c07_D11_lane5,lane5
D18-218353-lane6,c07_D11_lane6,lane6
D18-218354-lane3,a09_D12_lane3,lane3
D18-218354-lane4,a09_D12_lane4,lane4
D18-218354-lane5,a09_D12_lane5,lane5
D18-218354-lane6,a09_D12_lane6,lane6
D18-218355-lane3,c01_D12_lane3,lane3
D18-218355-lane4,c01_D12_lane4,lane4
D18-218355-lane5,c01_D12_lane5,lane5
D18-218355-lane6,c01_D12_lane6,lane6
D18-218356-lane3,a03_D13_lane3,lane3
D18-218356-lane4,a03_D13_lane4,lane4
D18-218356-lane5,a03_D13_lane5,lane5
D18-218356-lane6,a03_D13_lane6,lane6
D18-218357-lane3,b05_D13_lane3,lane3
D18-218357-lane4,b05_D13_lane4,lane4
D18-218357-lane5,b05_D13_lane5,lane5
D18-218357-lane6,b05_D13_lane6,lane6
D18-218358-lane3,c07_D13_lane3,lane3
D18-218358-lane4,c07_D13_lane4,lane4
D18-218358-lane5,c07_D13_lane5,lane5
D18-218358-lane6,c07_D13_lane6,lane6
D18-218359-lane3,b05_D14_lane3,lane3
D18-218359-lane4,b05_D14_lane4,lane4
D18-218359-lane5,b05_D14_lane5,lane5
D18-218359-lane6,b05_D14_lane6,lane6
D18-218360-lane3,c07_D14_lane3,lane3
D18-218360-lane4,c07_D14_lane4,lane4
D18-218360-lane5,c07_D14_lane5,lane5
D18-218360-lane6,c07_D14_lane6,lane6
D18-218361-lane3,c08_D11_lane3,lane3
D18-218361-lane4,c08_D11_lane4,lane4
D18-218361-lane5,c08_D11_lane5,lane5
D18-218361-lane6,c08_D11_lane6,lane6
D18-218362-lane3,a10_D12_lane3,lane3
D18-218362-lane4,a10_D12_lane4,lane4
D18-218362-lane5,a10_D12_lane5,lane5
D18-218362-lane6,a10_D12_lane6,lane6
D18-218363-lane3,c02_D12_lane3,lane3
D18-218363-lane4,c02_D12_lane4,lane4
D18-218363-lane5,c02_D12_lane5,lane5
D18-218363-lane6,c02_D12_lane6,lane6
D18-218364-lane3,a04_D13_lane3,lane3
D18-218364-lane4,a04_D13_lane4,lane4
D18-218364-lane5,a04_D13_lane5,lane5
D18-218364-lane6,a04_D13_lane6,lane6
D18-218365-lane3,b06_D13_lane3,lane3
D18-218365-lane4,b06_D13_lane4,lane4
D18-218365-lane5,b06_D13_lane5,lane5
D18-218365-lane6,b06_D13_lane6,lane6
D18-218366-lane3,c08_D13_lane3,lane3
D18-218366-lane4,c08_D13_lane4,lane4
D18-218366-lane5,c08_D13_lane5,lane5
D18-218366-lane6,c08_D13_lane6,lane6
D18-218367-lane3,b06_D14_lane3,lane3
D18-218367-lane4,b06_D14_lane4,lane4
D18-218367-lane5,b06_D14_lane5,lane5
D18-218367-lane6,b06_D14_lane6,lane6
D18-218368-lane3,c08_D14_lane3,lane3
D18-218368-lane4,c08_D14_lane4,lane4
D18-218368-lane5,c08_D14_lane5,lane5
D18-218368-lane6,c08_D14_lane6,lane6
D18-218369-lane3,c09_D11_lane3,lane3
D18-218369-lane4,c09_D11_lane4,lane4
D18-218369-lane5,c09_D11_lane5,lane5
D18-218369-lane6,c09_D11_lane6,lane6
D18-218370-lane3,b01_D12_lane3,lane3
D18-218370-lane4,b01_D12_lane4,lane4
D18-218370-lane5,b01_D12_lane5,lane5
D18-218370-lane6,b01_D12_lane6,lane6
D18-218371-lane3,c03_D12_lane3,lane3
D18-218371-lane4,c03_D12_lane4,lane4
D18-218371-lane5,c03_D12_lane5,lane5
D18-218371-lane6,c03_D12_lane6,lane6
D18-218372-lane3,a05_D13_lane3,lane3
D18-218372-lane4,a05_D13_lane4,lane4
D18-218372-lane5,a05_D13_lane5,lane5
D18-218372-lane6,a05_D13_lane6,lane6
D18-218373-lane3,b07_D13_lane3,lane3
D18-218373-lane4,b07_D13_lane4,lane4
D18-218373-lane5,b07_D13_lane5,lane5
D18-218373-lane6,b07_D13_lane6,lane6
D18-218374-lane3,c09_D13_lane3,lane3
D18-218374-lane4,c09_D13_lane4,lane4
D18-218374-lane5,c09_D13_lane5,lane5
D18-218374-lane6,c09_D13_lane6,lane6
D18-218375-lane3,b07_D14_lane3,lane3
D18-218375-lane4,b07_D14_lane4,lane4
D18-218375-lane5,b07_D14_lane5,lane5
D18-218375-lane6,b07_D14_lane6,lane6
D18-218376-lane3,c09_D14_lane3,lane3
D18-218376-lane4,c09_D14_lane4,lane4
D18-218376-lane5,c09_D14_lane5,lane5
D18-218376-lane6,c09_D14_lane6,lane6
D18-218377-lane3,c10_D11_lane3,lane3
D18-218377-lane4,c10_D11_lane4,lane4
D18-218377-lane5,c10_D11_lane5,lane5
D18-218377-lane6,c10_D11_lane6,lane6
D18-218378-lane3,b02_D12_lane3,lane3
D18-218378-lane4,b02_D12_lane4,lane4
D18-218378-lane5,b02_D12_lane5,lane5
D18-218378-lane6,b02_D12_lane6,lane6
D18-218379-lane3,c04_D12_lane3,lane3
D18-218379-lane4,c04_D12_lane4,lane4
D18-218379-lane5,c04_D12_lane5,lane5
D18-218379-lane6,c04_D12_lane6,lane6
D18-218380-lane3,a06_D13_lane3,lane3
D18-218380-lane4,a06_D13_lane4,lane4
D18-218380-lane5,a06_D13_lane5,lane5
D18-218380-lane6,a06_D13_lane6,lane6
D18-218381-lane3,b08_D13_lane3,lane3
D18-218381-lane4,b08_D13_lane4,lane4
D18-218381-lane5,b08_D13_lane5,lane5
D18-218381-lane6,b08_D13_lane6,lane6
D18-218382-lane3,c10_D13_lane3,lane3
D18-218382-lane4,c10_D13_lane4,lane4
D18-218382-lane5,c10_D13_lane5,lane5
D18-218382-lane6,c10_D13_lane6,lane6
D18-218383-lane3,b08_D14_lane3,lane3
D18-218383-lane4,b08_D14_lane4,lane4
D18-218383-lane5,b08_D14_lane5,lane5
D18-218383-lane6,b08_D14_lane6,lane6
D18-218384-lane3,c10_D14_lane3,lane3
D18-218384-lane4,c10_D14_lane4,lane4
D18-218384-lane5,c10_D14_lane5,lane5
D18-218384-lane6,c10_D14_lane6,lane6
D18-218385-lane3,d01_D01_lane3,lane3
D18-218385-lane4,d01_D01_lane4,lane4
D18-218385-lane5,d01_D01_lane5,lane5
D18-218385-lane6,d01_D01_lane6,lane6
D18-218386-lane3,d03_D02_lane3,lane3
D18-218386-lane4,d03_D02_lane4,lane4
D18-218386-lane5,d03_D02_lane5,lane5
D18-218386-lane6,d03_D02_lane6,lane6
D18-218387-lane3,d05_D03_lane3,lane3
D18-218387-lane4,d05_D03_lane4,lane4
D18-218387-lane5,d05_D03_lane5,lane5
D18-218387-lane6,d05_D03_lane6,lane6
D18-218388-lane3,d07_D04_lane3,lane3
D18-218388-lane4,d07_D04_lane4,lane4
D18-218388-lane5,d07_D04_lane5,lane5
D18-218388-lane6,d07_D04_lane6,lane6
D18-218389-lane3,d09_D05_lane3,lane3
D18-218389-lane4,d09_D05_lane4,lane4
D18-218389-lane5,d09_D05_lane5,lane5
D18-218389-lane6,d09_D05_lane6,lane6
D18-218390-lane3,d01_D07_lane3,lane3
D18-218390-lane4,d01_D07_lane4,lane4
D18-218390-lane5,d01_D07_lane5,lane5
D18-218390-lane6,d01_D07_lane6,lane6
D18-218391-lane3,d03_D08_lane3,lane3
D18-218391-lane4,d03_D08_lane4,lane4
D18-218391-lane5,d03_D08_lane5,lane5
D18-218391-lane6,d03_D08_lane6,lane6
D18-218392-lane3,d05_D09_lane3,lane3
D18-218392-lane4,d05_D09_lane4,lane4
D18-218392-lane5,d05_D09_lane5,lane5
D18-218392-lane6,d05_D09_lane6,lane6
D18-218393-lane3,d02_D01_lane3,lane3
D18-218393-lane4,d02_D01_lane4,lane4
D18-218393-lane5,d02_D01_lane5,lane5
D18-218393-lane6,d02_D01_lane6,lane6
D18-218394-lane3,d04_D02_lane3,lane3
D18-218394-lane4,d04_D02_lane4,lane4
D18-218394-lane5,d04_D02_lane5,lane5
D18-218394-lane6,d04_D02_lane6,lane6
D18-218395-lane3,d06_D03_lane3,lane3
D18-218395-lane4,d06_D03_lane4,lane4
D18-218395-lane5,d06_D03_lane5,lane5
D18-218395-lane6,d06_D03_lane6,lane6
D18-218396-lane3,d08_D04_lane3,lane3
D18-218396-lane4,d08_D04_lane4,lane4
D18-218396-lane5,d08_D04_lane5,lane5
D18-218396-lane6,d08_D04_lane6,lane6
D18-218397-lane3,d10_D05_lane3,lane3
D18-218397-lane4,d10_D05_lane4,lane4
D18-218397-lane5,d10_D05_lane5,lane5
D18-218397-lane6,d10_D05_lane6,lane6
D18-218398-lane3,d02_D07_lane3,lane3
D18-218398-lane4,d02_D07_lane4,lane4
D18-218398-lane5,d02_D07_lane5,lane5
D18-218398-lane6,d02_D07_lane6,lane6
D18-218399-lane3,d04_D08_lane3,lane3
D18-218399-lane4,d04_D08_lane4,lane4
D18-218399-lane5,d04_D08_lane5,lane5
D18-218399-lane6,d04_D08_lane6,lane6
D18-218400-lane3,d06_D09_lane3,lane3
D18-218400-lane4,d06_D09_lane4,lane4
D18-218400-lane5,d06_D09_lane5,lane5
D18-218400-lane6,d06_D09_lane6,lane6
D18-218401-lane3,d03_D01_lane3,lane3
D18-218401-lane4,d03_D01_lane4,lane4
D18-218401-lane5,d03_D01_lane5,lane5
D18-218401-lane6,d03_D01_lane6,lane6
D18-218402-lane3,d05_D02_lane3,lane3
D18-218402-lane4,d05_D02_lane4,lane4
D18-218402-lane5,d05_D02_lane5,lane5
D18-218402-lane6,d05_D02_lane6,lane6
D18-218403-lane3,d07_D03_lane3,lane3
D18-218403-lane4,d07_D03_lane4,lane4
D18-218403-lane5,d07_D03_lane5,lane5
D18-218403-lane6,d07_D03_lane6,lane6
D18-218404-lane3,d09_D04_lane3,lane3
D18-218404-lane4,d09_D04_lane4,lane4
D18-218404-lane5,d09_D04_lane5,lane5
D18-218404-lane6,d09_D04_lane6,lane6
D18-218405-lane3,d01_D06_lane3,lane3
D18-218405-lane4,d01_D06_lane4,lane4
D18-218405-lane5,d01_D06_lane5,lane5
D18-218405-lane6,d01_D06_lane6,lane6
D18-218406-lane3,d03_D07_lane3,lane3
D18-218406-lane4,d03_D07_lane4,lane4
D18-218406-lane5,d03_D07_lane5,lane5
D18-218406-lane6,d03_D07_lane6,lane6
D18-218407-lane3,d05_D08_lane3,lane3
D18-218407-lane4,d05_D08_lane4,lane4
D18-218407-lane5,d05_D08_lane5,lane5
D18-218407-lane6,d05_D08_lane6,lane6
D18-218408-lane3,d07_D09_lane3,lane3
D18-218408-lane4,d07_D09_lane4,lane4
D18-218408-lane5,d07_D09_lane5,lane5
D18-218408-lane6,d07_D09_lane6,lane6
D18-218409-lane3,d04_D01_lane3,lane3
D18-218409-lane4,d04_D01_lane4,lane4
D18-218409-lane5,d04_D01_lane5,lane5
D18-218409-lane6,d04_D01_lane6,lane6
D18-218410-lane3,d06_D02_lane3,lane3
D18-218410-lane4,d06_D02_lane4,lane4
D18-218410-lane5,d06_D02_lane5,lane5
D18-218410-lane6,d06_D02_lane6,lane6
D18-218411-lane3,d08_D03_lane3,lane3
D18-218411-lane4,d08_D03_lane4,lane4
D18-218411-lane5,d08_D03_lane5,lane5
D18-218411-lane6,d08_D03_lane6,lane6
D18-218412-lane3,d10_D04_lane3,lane3
D18-218412-lane4,d10_D04_lane4,lane4
D18-218412-lane5,d10_D04_lane5,lane5
D18-218412-lane6,d10_D04_lane6,lane6
D18-218413-lane3,d02_D06_lane3,lane3
D18-218413-lane4,d02_D06_lane4,lane4
D18-218413-lane5,d02_D06_lane5,lane5
D18-218413-lane6,d02_D06_lane6,lane6
D18-218414-lane3,d04_D07_lane3,lane3
D18-218414-lane4,d04_D07_lane4,lane4
D18-218414-lane5,d04_D07_lane5,lane5
D18-218414-lane6,d04_D07_lane6,lane6
D18-218415-lane3,d06_D08_lane3,lane3
D18-218415-lane4,d06_D08_lane4,lane4
D18-218415-lane5,d06_D08_lane5,lane5
D18-218415-lane6,d06_D08_lane6,lane6
D18-218416-lane3,d08_D09_lane3,lane3
D18-218416-lane4,d08_D09_lane4,lane4
D18-218416-lane5,d08_D09_lane5,lane5
D18-218416-lane6,d08_D09_lane6,lane6
D18-218417-lane3,d05_D01_lane3,lane3
D18-218417-lane4,d05_D01_lane4,lane4
D18-218417-lane5,d05_D01_lane5,lane5
D18-218417-lane6,d05_D01_lane6,lane6
D18-218418-lane3,d07_D02_lane3,lane3
D18-218418-lane4,d07_D02_lane4,lane4
D18-218418-lane5,d07_D02_lane5,lane5
D18-218418-lane6,d07_D02_lane6,lane6
D18-218419-lane3,d09_D03_lane3,lane3
D18-218419-lane4,d09_D03_lane4,lane4
D18-218419-lane5,d09_D03_lane5,lane5
D18-218419-lane6,d09_D03_lane6,lane6
D18-218420-lane3,d01_D05_lane3,lane3
D18-218420-lane4,d01_D05_lane4,lane4
D18-218420-lane5,d01_D05_lane5,lane5
D18-218420-lane6,d01_D05_lane6,lane6
D18-218421-lane3,d03_D06_lane3,lane3
D18-218421-lane4,d03_D06_lane4,lane4
D18-218421-lane5,d03_D06_lane5,lane5
D18-218421-lane6,d03_D06_lane6,lane6
D18-218422-lane3,d05_D07_lane3,lane3
D18-218422-lane4,d05_D07_lane4,lane4
D18-218422-lane5,d05_D07_lane5,lane5
D18-218422-lane6,d05_D07_lane6,lane6
D18-218423-lane3,d07_D08_lane3,lane3
D18-218423-lane4,d07_D08_lane4,lane4
D18-218423-lane5,d07_D08_lane5,lane5
D18-218423-lane6,d07_D08_lane6,lane6
D18-218424-lane3,d09_D09_lane3,lane3
D18-218424-lane4,d09_D09_lane4,lane4
D18-218424-lane5,d09_D09_lane5,lane5
D18-218424-lane6,d09_D09_lane6,lane6
D18-218425-lane3,d06_D01_lane3,lane3
D18-218425-lane4,d06_D01_lane4,lane4
D18-218425-lane5,d06_D01_lane5,lane5
D18-218425-lane6,d06_D01_lane6,lane6
D18-218426-lane3,d08_D02_lane3,lane3
D18-218426-lane4,d08_D02_lane4,lane4
D18-218426-lane5,d08_D02_lane5,lane5
D18-218426-lane6,d08_D02_lane6,lane6
D18-218427-lane3,d10_D03_lane3,lane3
D18-218427-lane4,d10_D03_lane4,lane4
D18-218427-lane5,d10_D03_lane5,lane5
D18-218427-lane6,d10_D03_lane6,lane6
D18-218428-lane3,d02_D05_lane3,lane3
D18-218428-lane4,d02_D05_lane4,lane4
D18-218428-lane5,d02_D05_lane5,lane5
D18-218428-lane6,d02_D05_lane6,lane6
D18-218429-lane3,d04_D06_lane3,lane3
D18-218429-lane4,d04_D06_lane4,lane4
D18-218429-lane5,d04_D06_lane5,lane5
D18-218429-lane6,d04_D06_lane6,lane6
D18-218430-lane3,d06_D07_lane3,lane3
D18-218430-lane4,d06_D07_lane4,lane4
D18-218430-lane5,d06_D07_lane5,lane5
D18-218430-lane6,d06_D07_lane6,lane6
D18-218431-lane3,d08_D08_lane3,lane3
D18-218431-lane4,d08_D08_lane4,lane4
D18-218431-lane5,d08_D08_lane5,lane5
D18-218431-lane6,d08_D08_lane6,lane6
D18-218432-lane3,d10_D09_lane3,lane3
D18-218432-lane4,d10_D09_lane4,lane4
D18-218432-lane5,d10_D09_lane5,lane5
D18-218432-lane6,d10_D09_lane6,lane6
D18-218433-lane3,d07_D01_lane3,lane3
D18-218433-lane4,d07_D01_lane4,lane4
D18-218433-lane5,d07_D01_lane5,lane5
D18-218433-lane6,d07_D01_lane6,lane6
D18-218434-lane3,d09_D02_lane3,lane3
D18-218434-lane4,d09_D02_lane4,lane4
D18-218434-lane5,d09_D02_lane5,lane5
D18-218434-lane6,d09_D02_lane6,lane6
D18-218435-lane3,d01_D04_lane3,lane3
D18-218435-lane4,d01_D04_lane4,lane4
D18-218435-lane5,d01_D04_lane5,lane5
D18-218435-lane6,d01_D04_lane6,lane6
D18-218436-lane3,d03_D05_lane3,lane3
D18-218436-lane4,d03_D05_lane4,lane4
D18-218436-lane5,d03_D05_lane5,lane5
D18-218436-lane6,d03_D05_lane6,lane6
D18-218437-lane3,d05_D06_lane3,lane3
D18-218437-lane4,d05_D06_lane4,lane4
D18-218437-lane5,d05_D06_lane5,lane5
D18-218437-lane6,d05_D06_lane6,lane6
D18-218438-lane3,d07_D07_lane3,lane3
D18-218438-lane4,d07_D07_lane4,lane4
D18-218438-lane5,d07_D07_lane5,lane5
D18-218438-lane6,d07_D07_lane6,lane6
D18-218439-lane3,d09_D08_lane3,lane3
D18-218439-lane4,d09_D08_lane4,lane4
D18-218439-lane5,d09_D08_lane5,lane5
D18-218439-lane6,d09_D08_lane6,lane6
D18-218440-lane3,d01_D10_lane3,lane3
D18-218440-lane4,d01_D10_lane4,lane4
D18-218440-lane5,d01_D10_lane5,lane5
D18-218440-lane6,d01_D10_lane6,lane6
D18-218441-lane3,d08_D01_lane3,lane3
D18-218441-lane4,d08_D01_lane4,lane4
D18-218441-lane5,d08_D01_lane5,lane5
D18-218441-lane6,d08_D01_lane6,lane6
D18-218442-lane3,d10_D02_lane3,lane3
D18-218442-lane4,d10_D02_lane4,lane4
D18-218442-lane5,d10_D02_lane5,lane5
D18-218442-lane6,d10_D02_lane6,lane6
D18-218443-lane3,d02_D04_lane3,lane3
D18-218443-lane4,d02_D04_lane4,lane4
D18-218443-lane5,d02_D04_lane5,lane5
D18-218443-lane6,d02_D04_lane6,lane6
D18-218444-lane3,d04_D05_lane3,lane3
D18-218444-lane4,d04_D05_lane4,lane4
D18-218444-lane5,d04_D05_lane5,lane5
D18-218444-lane6,d04_D05_lane6,lane6
D18-218445-lane3,d06_D06_lane3,lane3
D18-218445-lane4,d06_D06_lane4,lane4
D18-218445-lane5,d06_D06_lane5,lane5
D18-218445-lane6,d06_D06_lane6,lane6
D18-218446-lane3,d08_D07_lane3,lane3
D18-218446-lane4,d08_D07_lane4,lane4
D18-218446-lane5,d08_D07_lane5,lane5
D18-218446-lane6,d08_D07_lane6,lane6
D18-218447-lane3,d10_D08_lane3,lane3
D18-218447-lane4,d10_D08_lane4,lane4
D18-218447-lane5,d10_D08_lane5,lane5
D18-218447-lane6,d10_D08_lane6,lane6
D18-218448-lane3,d02_D10_lane3,lane3
D18-218448-lane4,d02_D10_lane4,lane4
D18-218448-lane5,d02_D10_lane5,lane5
D18-218448-lane6,d02_D10_lane6,lane6
D18-218449-lane3,d09_D01_lane3,lane3
D18-218449-lane4,d09_D01_lane4,lane4
D18-218449-lane5,d09_D01_lane5,lane5
D18-218449-lane6,d09_D01_lane6,lane6
D18-218450-lane3,d01_D03_lane3,lane3
D18-218450-lane4,d01_D03_lane4,lane4
D18-218450-lane5,d01_D03_lane5,lane5
D18-218450-lane6,d01_D03_lane6,lane6
D18-218451-lane3,d03_D04_lane3,lane3
D18-218451-lane4,d03_D04_lane4,lane4
D18-218451-lane5,d03_D04_lane5,lane5
D18-218451-lane6,d03_D04_lane6,lane6
D18-218452-lane3,d05_D05_lane3,lane3
D18-218452-lane4,d05_D05_lane4,lane4
D18-218452-lane5,d05_D05_lane5,lane5
D18-218452-lane6,d05_D05_lane6,lane6
D18-218453-lane3,d07_D06_lane3,lane3
D18-218453-lane4,d07_D06_lane4,lane4
D18-218453-lane5,d07_D06_lane5,lane5
D18-218453-lane6,d07_D06_lane6,lane6
D18-218454-lane3,d09_D07_lane3,lane3
D18-218454-lane4,d09_D07_lane4,lane4
D18-218454-lane5,d09_D07_lane5,lane5
D18-218454-lane6,d09_D07_lane6,lane6
D18-218455-lane3,d01_D09_lane3,lane3
D18-218455-lane4,d01_D09_lane4,lane4
D18-218455-lane5,d01_D09_lane5,lane5
D18-218455-lane6,d01_D09_lane6,lane6
D18-218456-lane3,d03_D10_lane3,lane3
D18-218456-lane4,d03_D10_lane4,lane4
D18-218456-lane5,d03_D10_lane5,lane5
D18-218456-lane6,d03_D10_lane6,lane6
D18-218457-lane3,d10_D01_lane3,lane3
D18-218457-lane4,d10_D01_lane4,lane4
D18-218457-lane5,d10_D01_lane5,lane5
D18-218457-lane6,d10_D01_lane6,lane6
D18-218458-lane3,d02_D03_lane3,lane3
D18-218458-lane4,d02_D03_lane4,lane4
D18-218458-lane5,d02_D03_lane5,lane5
D18-218458-lane6,d02_D03_lane6,lane6
D18-218459-lane3,d04_D04_lane3,lane3
D18-218459-lane4,d04_D04_lane4,lane4
D18-218459-lane5,d04_D04_lane5,lane5
D18-218459-lane6,d04_D04_lane6,lane6
D18-218460-lane3,d06_D05_lane3,lane3
D18-218460-lane4,d06_D05_lane4,lane4
D18-218460-lane5,d06_D05_lane5,lane5
D18-218460-lane6,d06_D05_lane6,lane6
D18-218461-lane3,d08_D06_lane3,lane3
D18-218461-lane4,d08_D06_lane4,lane4
D18-218461-lane5,d08_D06_lane5,lane5
D18-218461-lane6,d08_D06_lane6,lane6
D18-218462-lane3,d10_D07_lane3,lane3
D18-218462-lane4,d10_D07_lane4,lane4
D18-218462-lane5,d10_D07_lane5,lane5
D18-218462-lane6,d10_D07_lane6,lane6
D18-218463-lane3,d02_D09_lane3,lane3
D18-218463-lane4,d02_D09_lane4,lane4
D18-218463-lane5,d02_D09_lane5,lane5
D18-218463-lane6,d02_D09_lane6,lane6
D18-218464-lane3,d04_D10_lane3,lane3
D18-218464-lane4,d04_D10_lane4,lane4
D18-218464-lane5,d04_D10_lane5,lane5
D18-218464-lane6,d04_D10_lane6,lane6
D18-218465-lane3,d01_D02_lane3,lane3
D18-218465-lane4,d01_D02_lane4,lane4
D18-218465-lane5,d01_D02_lane5,lane5
D18-218465-lane6,d01_D02_lane6,lane6
D18-218466-lane3,d03_D03_lane3,lane3
D18-218466-lane4,d03_D03_lane4,lane4
D18-218466-lane5,d03_D03_lane5,lane5
D18-218466-lane6,d03_D03_lane6,lane6
D18-218467-lane3,d05_D04_lane3,lane3
D18-218467-lane4,d05_D04_lane4,lane4
D18-218467-lane5,d05_D04_lane5,lane5
D18-218467-lane6,d05_D04_lane6,lane6
D18-218468-lane3,d07_D05_lane3,lane3
D18-218468-lane4,d07_D05_lane4,lane4
D18-218468-lane5,d07_D05_lane5,lane5
D18-218468-lane6,d07_D05_lane6,lane6
D18-218469-lane3,d09_D06_lane3,lane3
D18-218469-lane4,d09_D06_lane4,lane4
D18-218469-lane5,d09_D06_lane5,lane5
D18-218469-lane6,d09_D06_lane6,lane6
D18-218470-lane3,d01_D08_lane3,lane3
D18-218470-lane4,d01_D08_lane4,lane4
D18-218470-lane5,d01_D08_lane5,lane5
D18-218470-lane6,d01_D08_lane6,lane6
D18-218471-lane3,d03_D09_lane3,lane3
D18-218471-lane4,d03_D09_lane4,lane4
D18-218471-lane5,d03_D09_lane5,lane5
D18-218471-lane6,d03_D09_lane6,lane6
D18-218472-lane3,d05_D10_lane3,lane3
D18-218472-lane4,d05_D10_lane4,lane4
D18-218472-lane5,d05_D10_lane5,lane5
D18-218472-lane6,d05_D10_lane6,lane6
D18-218473-lane3,d02_D02_lane3,lane3
D18-218473-lane4,d02_D02_lane4,lane4
D18-218473-lane5,d02_D02_lane5,lane5
D18-218473-lane6,d02_D02_lane6,lane6
D18-218474-lane3,d04_D03_lane3,lane3
D18-218474-lane4,d04_D03_lane4,lane4
D18-218474-lane5,d04_D03_lane5,lane5
D18-218474-lane6,d04_D03_lane6,lane6
D18-218475-lane3,d06_D04_lane3,lane3
D18-218475-lane4,d06_D04_lane4,lane4
D18-218475-lane5,d06_D04_lane5,lane5
D18-218475-lane6,d06_D04_lane6,lane6
D18-218476-lane3,d08_D05_lane3,lane3
D18-218476-lane4,d08_D05_lane4,lane4
D18-218476-lane5,d08_D05_lane5,lane5
D18-218476-lane6,d08_D05_lane6,lane6
D18-218477-lane3,d10_D06_lane3,lane3
D18-218477-lane4,d10_D06_lane4,lane4
D18-218477-lane5,d10_D06_lane5,lane5
D18-218477-lane6,d10_D06_lane6,lane6
D18-218478-lane3,d02_D08_lane3,lane3
D18-218478-lane4,d02_D08_lane4,lane4
D18-218478-lane5,d02_D08_lane5,lane5
D18-218478-lane6,d02_D08_lane6,lane6
D18-218479-lane3,d04_D09_lane3,lane3
D18-218479-lane4,d04_D09_lane4,lane4
D18-218479-lane5,d04_D09_lane5,lane5
D18-218479-lane6,d04_D09_lane6,lane6
D18-218480-lane3,d06_D10_lane3,lane3
D18-218480-lane4,d06_D10_lane4,lane4
D18-218480-lane5,d06_D10_lane5,lane5
D18-218480-lane6,d06_D10_lane6,lane6
D18-218481-lane1,d07_D10_lane1,lane1
D18-218481-lane2,d07_D10_lane2,lane2
D18-218482-lane1,d07_D11_lane1,lane1
D18-218482-lane2,d07_D11_lane2,lane2
D18-218483-lane1,d07_D12_lane1,lane1
D18-218483-lane2,d07_D12_lane2,lane2
D18-218484-lane1,d07_D13_lane1,lane1
D18-218484-lane2,d07_D13_lane2,lane2
D18-218485-lane1,d07_D14_lane1,lane1
D18-218485-lane2,d07_D14_lane2,lane2
D18-218486-lane1,a07_D01_lane1,lane1
D18-218486-lane2,a07_D01_lane2,lane2
D18-218487-lane1,b07_D01_lane1,lane1
D18-218487-lane2,b07_D01_lane2,lane2
D18-218488-lane1,c07_D01_lane1,lane1
